region,subvillage,construction_year,key
Morogoro,Mkuya,1999.111111111111,MkuyaMorogoro
Morogoro,Mkuye,2007.5,MkuyeMorogoro
Morogoro,Mkuyuni,1997.7,MkuyuniMorogoro
Morogoro,Mkuyuni A,1985.2,Mkuyuni AMorogoro
Morogoro,Mkuyuni B,1981.2,Mkuyuni BMorogoro
Morogoro,Mkwaju,1997.0,MkwajuMorogoro
Morogoro,Mkwajuni,1995.9615384615386,MkwajuniMorogoro
Morogoro,Mlababi A,2007.0,Mlababi AMorogoro
Morogoro,Mlabani A,1995.7083333333333,Mlabani AMorogoro
Morogoro,Mlabani B,1995.8,Mlabani BMorogoro
Morogoro,Mlagayai,1993.5,MlagayaiMorogoro
Morogoro,Mlandizi A,1991.25,Mlandizi AMorogoro
Morogoro,Mlandizi B,1991.3333333333333,Mlandizi BMorogoro
Morogoro,Mlegeni,1998.0,MlegeniMorogoro
Morogoro,Mlemba,1985.0,MlembaMorogoro
Morogoro,Mlendi A,1994.8,Mlendi AMorogoro
Morogoro,Mlenvya,2010.5,MlenvyaMorogoro
Morogoro,Mlima Wa Tanga,1998.0,Mlima Wa TangaMorogoro
Morogoro,Mlimani,1997.9166666666667,MlimaniMorogoro
Morogoro,Mlimani Park,1998.0,Mlimani ParkMorogoro
Morogoro,Mlimawamakanda,2008.0,MlimawamakandaMorogoro
Morogoro,Mlimba,2005.0,MlimbaMorogoro
Morogoro,Mlimbambwanda,1995.0,MlimbambwandaMorogoro
Morogoro,Mlindila,2005.4285714285713,MlindilaMorogoro
Morogoro,Mlinge,1983.5,MlingeMorogoro
Morogoro,Mlingoti A,1982.6666666666667,Mlingoti AMorogoro
Morogoro,Mlingoti B,1984.0,Mlingoti BMorogoro
Morogoro,Mlingoti C,1984.0,Mlingoti CMorogoro
Morogoro,Mlokoti,1995.0,MlokotiMorogoro
Morogoro,Mlumbaji,1985.25,MlumbajiMorogoro
Morogoro,Mnada,1996.0,MnadaMorogoro
Morogoro,Mnadani,2008.5,MnadaniMorogoro
Morogoro,Mnafu,1977.0,MnafuMorogoro
Morogoro,Mnazi Mmoja,1997.6666666666667,Mnazi MmojaMorogoro
Morogoro,Mnazimmoja,1998.25,MnazimmojaMorogoro
Morogoro,Mndewa,1988.0,MndewaMorogoro
Morogoro,Mnembule,2004.0,MnembuleMorogoro
Morogoro,Mng'Ombe,2004.0,Mng'OmbeMorogoro
Morogoro,Mnganyingila,1980.0,MnganyingilaMorogoro
Morogoro,Mngazi,1997.0,MngaziMorogoro
Morogoro,Mngeta,1995.5,MngetaMorogoro
Morogoro,Mngetakafa,1985.0,MngetakafaMorogoro
Morogoro,Mngetamape,1985.0,MngetamapeMorogoro
Morogoro,Mngudeni,1996.0,MngudeniMorogoro
Morogoro,Mngugo,1975.0,MngugoMorogoro
Morogoro,Mnjengoni,2006.0,MnjengoniMorogoro
Morogoro,Mnjwego,2006.0,MnjwegoMorogoro
Morogoro,Mnola,1997.2857142857142,MnolaMorogoro
Morogoro,Mntunda,1985.6666666666667,MntundaMorogoro
Morogoro,Mnyalu,1994.0,MnyaluMorogoro
Morogoro,Mohogoigwa,1975.0,MohogoigwaMorogoro
Morogoro,Molemu,1988.8,MolemuMorogoro
Morogoro,Monduli,1998.0,MonduliMorogoro
Morogoro,Mongola,2008.0,MongolaMorogoro
Morogoro,Moremu,1998.0,MoremuMorogoro
Morogoro,Morogoro,1990.0,MorogoroMorogoro
Morogoro,Morogoro Maboga,1994.0,Morogoro MabogaMorogoro
Morogoro,Mpakani,1995.1666666666667,MpakaniMorogoro
Morogoro,Mpanga,2002.0,MpangaMorogoro
Morogoro,Mpanga A,1987.3333333333333,Mpanga AMorogoro
Morogoro,Mpangala,1996.0,MpangalaMorogoro
Morogoro,Mpangala A,1998.0,Mpangala AMorogoro
Morogoro,Mpapa,2005.0,MpapaMorogoro
Morogoro,Mpiko,2000.0,MpikoMorogoro
Morogoro,Mpingoni,1974.0,MpingoniMorogoro
Morogoro,Mpingu,1997.0,MpinguMorogoro
Morogoro,Mpirani,1996.6,MpiraniMorogoro
Morogoro,Mpofu,2003.0,MpofuMorogoro
Morogoro,Mrabani,2009.0,MrabaniMorogoro
Morogoro,Mrema,1992.25,MremaMorogoro
Morogoro,Msalabani,1981.0,MsalabaniMorogoro
Morogoro,Msalabani Chini,2011.0,Msalabani ChiniMorogoro
Morogoro,Msalabani Juu,2011.0,Msalabani JuuMorogoro
Morogoro,Msalama,1992.5,MsalamaMorogoro
Morogoro,Msamvu,2004.0,MsamvuMorogoro
Morogoro,Msanga,1994.0,MsangaMorogoro
Morogoro,Msange,2004.0,MsangeMorogoro
Morogoro,Msapa,2004.0,MsapaMorogoro
Morogoro,Msasani,2001.0,MsasaniMorogoro
Morogoro,Msene,1984.5,MseneMorogoro
Morogoro,Msesere,2005.0,MsesereMorogoro
Morogoro,Msewe,2004.0,MseweMorogoro
Morogoro,Msikitini,1996.1666666666667,MsikitiniMorogoro
Morogoro,Msimazi,2002.0,MsimaziMorogoro
Morogoro,Msimba,2004.0,MsimbaMorogoro
Morogoro,Msindazi,1996.0,MsindaziMorogoro
Morogoro,Msita,2005.0,MsitaMorogoro
Morogoro,Mskitini,1994.0,MskitiniMorogoro
Morogoro,Msogezi,1997.0,MsogeziMorogoro
Morogoro,Msokelo,2004.0,MsokeloMorogoro
Morogoro,Msolwa,2006.3333333333333,MsolwaMorogoro
Morogoro,Msolwa Kati,1997.4193548387098,Msolwa KatiMorogoro
Morogoro,Msonge,1993.0,MsongeMorogoro
Morogoro,Msowero,1998.4,MsoweroMorogoro
Morogoro,Msowero A,2005.0,Msowero AMorogoro
Morogoro,Msowero B,1999.0,Msowero BMorogoro
Morogoro,Msowero C,1997.5,Msowero CMorogoro
Morogoro,Mstarange,1982.0,MstarangeMorogoro
Morogoro,Mstuko,2000.0,MstukoMorogoro
Morogoro,Msua,1995.0,MsuaMorogoro
Morogoro,Msufini,1990.2857142857142,MsufiniMorogoro
Morogoro,Msuguleni,2004.0,MsuguleniMorogoro
Morogoro,Msumba,1974.0,MsumbaMorogoro
Morogoro,Msumbiji,1986.2222222222222,MsumbijiMorogoro
Morogoro,Msumbiji A,2001.9,Msumbiji AMorogoro
Morogoro,Msumbiji B,1997.0,Msumbiji BMorogoro
Morogoro,Msunune,1981.0,MsununeMorogoro
Morogoro,Mtafuteni,2005.5,MtafuteniMorogoro
Morogoro,Mtafuteni B,2005.0,Mtafuteni BMorogoro
Morogoro,Mtakenini,1981.0,MtakeniniMorogoro
Morogoro,Mtakuja,2000.7083333333333,MtakujaMorogoro
Morogoro,Mtamba Chini,1985.3333333333333,Mtamba ChiniMorogoro
Morogoro,Mtamba Kati,1984.4285714285713,Mtamba KatiMorogoro
Morogoro,Mtamba Shule,1991.0,Mtamba ShuleMorogoro
Morogoro,Mtambalile,1994.5,MtambalileMorogoro
Morogoro,Mtambani,1986.0,MtambaniMorogoro
Morogoro,Mtambukareli,2003.0,MtambukareliMorogoro
Morogoro,Mtambuli,1986.0,MtambuliMorogoro
Morogoro,Mtambwe,2001.0,MtambweMorogoro
Morogoro,Mtangali,2002.0,MtangaliMorogoro
Morogoro,Mtanva Kati,2007.0,Mtanva KatiMorogoro
Morogoro,Mtarudi,1979.0,MtarudiMorogoro
Morogoro,Mtego Wa Simba,1988.857142857143,Mtego Wa SimbaMorogoro
Morogoro,Mtimkavu,1996.0,MtimkavuMorogoro
Morogoro,Mtipa,1998.0,MtipaMorogoro
Morogoro,Mtipule Juu,2010.0,Mtipule JuuMorogoro
Morogoro,Mtombozi,1985.0,MtomboziMorogoro
Morogoro,Mtombozi Kati,1996.5,Mtombozi KatiMorogoro
Morogoro,Mtoni,1996.1666666666667,MtoniMorogoro
Morogoro,Mtukula,1998.375,MtukulaMorogoro
Morogoro,Mtunge,2002.2307692307693,MtungeMorogoro
Morogoro,Mtunye,1993.5,MtunyeMorogoro
Morogoro,Mtupili,2006.0,MtupiliMorogoro
Morogoro,Muhangati,1998.0,MuhangatiMorogoro
Morogoro,Muhenda,1982.0,MuhendaMorogoro
Morogoro,Muhenda A,1990.6666666666667,Muhenda AMorogoro
Morogoro,Muhenda B,2008.0,Muhenda BMorogoro
Morogoro,Muhenda C,1995.0,Muhenda CMorogoro
Morogoro,Muheza,1981.6666666666667,MuhezaMorogoro
Morogoro,Muhola,1982.0,MuholaMorogoro
Morogoro,Muhombe,1999.0,MuhombeMorogoro
Morogoro,Muhunzi,1999.0,MuhunziMorogoro
Morogoro,Mundu,2005.0,MunduMorogoro
Morogoro,Munga Juu,1995.0,Munga JuuMorogoro
Morogoro,Mungi,2008.0,MungiMorogoro
Morogoro,Mungwi,2008.0,MungwiMorogoro
Morogoro,Muondo,1995.0,MuondoMorogoro
Morogoro,Muongoni,1996.5,MuongoniMorogoro
Morogoro,Muungani,2010.0,MuunganiMorogoro
Morogoro,Muungano,1998.68,MuunganoMorogoro
Morogoro,Mvaji,1982.0,MvajiMorogoro
Morogoro,Mvuleni,1997.2857142857142,MvuleniMorogoro
Morogoro,Mvumi A,1991.2222222222222,Mvumi AMorogoro
Morogoro,Mvumi B,1975.0,Mvumi BMorogoro
Morogoro,Mwacheapotee,1997.0,MwacheapoteeMorogoro
Morogoro,Mwaha,1997.0,MwahaMorogoro
Morogoro,Mwaike,2002.5,MwaikeMorogoro
Morogoro,Mwaliga,1998.5,MwaligaMorogoro
Morogoro,Mwalige,1997.0,MwaligeMorogoro
Morogoro,Mwamaroba,1993.75,MwamarobaMorogoro
Morogoro,Mwangaza,1977.3,MwangazaMorogoro
Morogoro,Mwangula,1997.0,MwangulaMorogoro
Morogoro,Mwanjagala,1998.0,MwanjagalaMorogoro
Morogoro,Mwanza,1995.0,MwanzaMorogoro
Morogoro,Mwaya,2008.2307692307693,MwayaMorogoro
Morogoro,Mwaya Mjini,1988.8,Mwaya MjiniMorogoro
Morogoro,Mwedongo,1996.0,MwedongoMorogoro
Morogoro,Mwembe,1982.0,MwembeMorogoro
Morogoro,Mwembechai,2004.0,MwembechaiMorogoro
Morogoro,Mwembehaki,1998.6666666666667,MwembehakiMorogoro
Morogoro,Mwembehaki B,2009.0,Mwembehaki BMorogoro
Morogoro,Mwembeni,2006.857142857143,MwembeniMorogoro
Morogoro,Mwemvuge,1974.0,MwemvugeMorogoro
Morogoro,Mwenge,1997.0,MwengeMorogoro
Morogoro,Mwera,2010.0,MweraMorogoro
Morogoro,Mwero,1981.0,MweroMorogoro
Morogoro,Mwidongo,2006.0,MwidongoMorogoro
Morogoro,Mzambalaweni,2003.5,MzambalaweniMorogoro
Morogoro,Mzambaraweni,1997.0,MzambaraweniMorogoro
Morogoro,Mzelezi Chini,2000.0,Mzelezi ChiniMorogoro
Morogoro,Mzelezi Kati,2004.5,Mzelezi KatiMorogoro
Morogoro,Mzimuni,1992.6666666666667,MzimuniMorogoro
Morogoro,Mzingwi,2010.0,MzingwiMorogoro
Morogoro,Mzizima,1995.0,MzizimaMorogoro
Morogoro,Mzogolo,2004.5,MzogoloMorogoro
Morogoro,Mzunguko,1988.0,MzungukoMorogoro
Morogoro,N`Gambo,1992.5,N`GamboMorogoro
Morogoro,N`Gapa,2005.0,N`GapaMorogoro
Morogoro,Nagasunga,1993.0,NagasungaMorogoro
Morogoro,Nakalungula,1997.0,NakalungulaMorogoro
Morogoro,Nakatanga,1996.3333333333333,NakatangaMorogoro
Morogoro,Nakatimbo,2003.0,NakatimboMorogoro
Morogoro,Nalukoo,1995.0,NalukooMorogoro
Morogoro,Nalumbalila,1995.0,NalumbalilaMorogoro
Morogoro,Namalumbo,2006.0,NamalumboMorogoro
Morogoro,Nambaya,2006.0,NambayaMorogoro
Morogoro,Nambuswa,2005.75,NambuswaMorogoro
Morogoro,Nameloko,2005.0,NamelokoMorogoro
Morogoro,Namhanga,2003.25,NamhangaMorogoro
Morogoro,Namisatu,2000.3333333333333,NamisatuMorogoro
Morogoro,Namwawala A,1991.875,Namwawala AMorogoro
Morogoro,Namwawala B,1979.0,Namwawala BMorogoro
Morogoro,Nanganje,2005.0,NanganjeMorogoro
Morogoro,Nangonji,2004.25,NangonjiMorogoro
Morogoro,Nanungu,1987.3333333333333,NanunguMorogoro
Morogoro,Nawigo,1993.0,NawigoMorogoro
Morogoro,Ndagani,2004.0,NdaganiMorogoro
Morogoro,Ndahala,1995.0,NdahalaMorogoro
Morogoro,Ndefi,2005.0,NdefiMorogoro
Morogoro,Nderekesi,1986.5,NderekesiMorogoro
Morogoro,Ndugai,2009.0,NdugaiMorogoro
Morogoro,Ndumi,1982.0,NdumiMorogoro
Morogoro,Nduna,1995.888888888889,NdunaMorogoro
Morogoro,Ndundu,1997.0,NdunduMorogoro
Morogoro,Nemele,1992.3333333333333,NemeleMorogoro
Morogoro,Ng'Ai,1970.0,Ng'AiMorogoro
Morogoro,Ng'Angaga,2008.0,Ng'AngagaMorogoro
Morogoro,Ng'Wambe,2006.0,Ng'WambeMorogoro
Morogoro,Ng`Ole,2003.5,Ng`OleMorogoro
Morogoro,Ngagama,2000.5,NgagamaMorogoro
Morogoro,Ngai,2005.0,NgaiMorogoro
Morogoro,Ngajengwa,2004.0,NgajengwaMorogoro
Morogoro,Ngajima,1983.0,NgajimaMorogoro
Morogoro,Ngalimila A,1994.6666666666667,Ngalimila AMorogoro
Morogoro,Ngalimila B,2001.6666666666667,Ngalimila BMorogoro
Morogoro,Ngamange,2000.6666666666667,NgamangeMorogoro
Morogoro,Nganawa,1995.0,NganawaMorogoro
Morogoro,Ngandula,1992.0,NgandulaMorogoro
Morogoro,Nganyangila,2004.0,NganyangilaMorogoro
Morogoro,Nganyangira,2003.0,NganyangiraMorogoro
Morogoro,Ngapanya,1996.0,NgapanyaMorogoro
Morogoro,Ngelura,2004.0,NgeluraMorogoro
Morogoro,Ngerengere,2008.0,NgerengereMorogoro
Morogoro,Ngerengere Kaskazini,2005.0,Ngerengere KaskaziniMorogoro
Morogoro,Ngerengere Kusini,2007.2,Ngerengere KusiniMorogoro
Morogoro,Ngerengere Sangasanga,2008.0,Ngerengere SangasangaMorogoro
Morogoro,Ngerura,2004.0,NgeruraMorogoro
Morogoro,Ngholong,1997.0,NgholongMorogoro
Morogoro,Nginegi,2005.0,NginegiMorogoro
Morogoro,Ngoisani,2003.0,NgoisaniMorogoro
Morogoro,Ngomeni,1988.0,NgomeniMorogoro
Morogoro,Ngondola,2010.0,NgondolaMorogoro
Morogoro,Ngoto,2008.0,NgotoMorogoro
Morogoro,Nguzo,1991.5,NguzoMorogoro
Morogoro,Nguzosita,2010.0,NguzositaMorogoro
Morogoro,Ngwabe,1986.0,NgwabeMorogoro
Morogoro,Ngwasi,1997.6,NgwasiMorogoro
Morogoro,Ngwaya,1994.0,NgwayaMorogoro
Morogoro,Ngwembere,1982.0,NgwembereMorogoro
Morogoro,Ngwila,2011.0,NgwilaMorogoro
Morogoro,Nhgolongo,2000.3333333333333,NhgolongoMorogoro
Morogoro,Nholongo,1997.0,NholongoMorogoro
Morogoro,Nhyasi,1996.0,NhyasiMorogoro
Morogoro,Nige,1997.0,NigeMorogoro
Morogoro,Nige A,1997.0,Nige AMorogoro
Morogoro,Nige B,1997.0,Nige BMorogoro
Morogoro,Njage,2006.0,NjageMorogoro
Morogoro,Njia Nne,2007.5,Njia NneMorogoro
Morogoro,Njiapanda,2003.7894736842106,NjiapandaMorogoro
Morogoro,Njiwa Juu,2005.5454545454545,Njiwa JuuMorogoro
Morogoro,Njiwa Kati,2006.0,Njiwa KatiMorogoro
Morogoro,Njokamoni,1993.5,NjokamoniMorogoro
Morogoro,Nkobwe,2005.0,NkobweMorogoro
Morogoro,Nkonko,1996.0,NkonkoMorogoro
Morogoro,Nondolo,1983.0,NondoloMorogoro
Morogoro,Noreki,1996.0,NorekiMorogoro
Morogoro,Nugutu,1980.0,NugutuMorogoro
Morogoro,Nyalangule,1997.0,NyalanguleMorogoro
Morogoro,Nyaluwega,1996.0,NyaluwegaMorogoro
Morogoro,Nyama,1996.3333333333333,NyamaMorogoro
Morogoro,Nyambogo,1997.0,NyambogoMorogoro
Morogoro,Nyambutwa,1993.3333333333333,NyambutwaMorogoro
Morogoro,Nyameni,2002.0,NyameniMorogoro
Morogoro,Nyamiguma,2009.0,NyamigumaMorogoro
Morogoro,Nyamizoka,2011.0,NyamizokaMorogoro
Morogoro,Nyamwezi,1985.0,NyamweziMorogoro
Morogoro,Nyandeo,1994.2777777777778,NyandeoMorogoro
Morogoro,Nyange,2006.6,NyangeMorogoro
Morogoro,Nyanja,2003.0,NyanjaMorogoro
Morogoro,Nyasungwi,2004.0,NyasungwiMorogoro
Morogoro,Nyumbabora,1977.857142857143,NyumbaboraMorogoro
Morogoro,Nyumbangulu,1996.5,NyumbanguluMorogoro
Morogoro,Nzasa,1995.0,NzasaMorogoro
Morogoro,Nzawa,1998.0,NzawaMorogoro
Morogoro,Ofisi Yakijiji,1981.3333333333333,Ofisi YakijijiMorogoro
Morogoro,Ofisini,1990.5,OfisiniMorogoro
Morogoro,Ofsini,1995.0,OfsiniMorogoro
Morogoro,Osongoni,1979.0,OsongoniMorogoro
Morogoro,Oysterbey A,2002.5,Oysterbey AMorogoro
Morogoro,Oysterbey B,2010.0,Oysterbey BMorogoro
Morogoro,Paakuyo,2003.0,PaakuyoMorogoro
Morogoro,Palasa,1996.0,PalasaMorogoro
Morogoro,Pamvi,1999.0,PamviMorogoro
Morogoro,Pangawe Juu,1969.0,Pangawe JuuMorogoro
Morogoro,Pangawe Kati,1975.0,Pangawe KatiMorogoro
Morogoro,Parakuyo,2003.0,ParakuyoMorogoro
Morogoro,Paris,1996.0,ParisMorogoro
Morogoro,Parisi,1992.6666666666667,ParisiMorogoro
Morogoro,Peapea,1970.4,PeapeaMorogoro
Morogoro,Pingasenga,1993.0,PingasengaMorogoro
Morogoro,Polepole,1999.0,PolepoleMorogoro
Morogoro,Pongwa,1989.5,PongwaMorogoro
Morogoro,Popoto,2004.0,PopotoMorogoro
Morogoro,Posta,1998.578947368421,PostaMorogoro
Morogoro,Pulagwa,2004.0,PulagwaMorogoro
Morogoro,Pumbwe,1995.0,PumbweMorogoro
Morogoro,Reli,2000.0,ReliMorogoro
Morogoro,Relini,1991.2857142857142,ReliniMorogoro
Morogoro,Rembile,2006.0,RembileMorogoro
Morogoro,Rest House,1991.3333333333333,Rest HouseMorogoro
Morogoro,Resthouse,1988.0,ResthouseMorogoro
Morogoro,Rombwe,2007.0,RombweMorogoro
Morogoro,Ruaha,1996.0,RuahaMorogoro
Morogoro,Ruaha Juu,1996.0,Ruaha JuuMorogoro
Morogoro,Ruaha Kati,1996.0,Ruaha KatiMorogoro
Morogoro,Ruaye,2006.0,RuayeMorogoro
Morogoro,Ruembe Juu,1981.0,Ruembe JuuMorogoro
Morogoro,Rugofu,1988.75,RugofuMorogoro
Morogoro,Rungo,1997.0,RungoMorogoro
Morogoro,Rwande A,1996.0,Rwande AMorogoro
Morogoro,Sabudugwa,2006.0,SabudugwaMorogoro
Morogoro,Saga Noti B,2003.0,Saga Noti BMorogoro
Morogoro,Sagamaganga A,1998.0,Sagamaganga AMorogoro
Morogoro,Sagamaganga B,2002.5,Sagamaganga BMorogoro
Morogoro,Sakamanzi,2006.0,SakamanziMorogoro
Morogoro,Salali,1997.0,SalaliMorogoro
Morogoro,Salamiti,2010.0,SalamitiMorogoro
Morogoro,Samora,1997.0,SamoraMorogoro
Morogoro,San`Gana,1985.0,San`GanaMorogoro
Morogoro,San`Gans,1985.0,San`GansMorogoro
Morogoro,San`Gara,2005.0,San`GaraMorogoro
Morogoro,Sanali,1982.0,SanaliMorogoro
Morogoro,Sanga A,1997.0,Sanga AMorogoro
Morogoro,Sanga B,1997.0,Sanga BMorogoro
Morogoro,Sanganjelo,1984.0,SanganjeloMorogoro
Morogoro,Sanganjelu,1984.0,SanganjeluMorogoro
Morogoro,Sangasanga,1984.0,SangasangaMorogoro
Morogoro,Sange,1996.0,SangeMorogoro
Morogoro,Sangeti,2006.0,SangetiMorogoro
Morogoro,Sanje,2011.0,SanjeMorogoro
Morogoro,Sanjemgambo,2010.0,SanjemgamboMorogoro
Morogoro,School,1997.0,SchoolMorogoro
Morogoro,Sechambo,2004.5,SechamboMorogoro
Morogoro,Sekondari,1996.5,SekondariMorogoro
Morogoro,Semuale,1995.0,SemualeMorogoro
Morogoro,Senga,1995.0,SengaMorogoro
Morogoro,Shauri Moyo,1995.0,Shauri MoyoMorogoro
Morogoro,Shiwenga,1996.0,ShiwengaMorogoro
Morogoro,Shule,1989.5,ShuleMorogoro
Morogoro,Shuleni,1993.360294117647,ShuleniMorogoro
Morogoro,Shuleni A,1991.3333333333333,Shuleni AMorogoro
Morogoro,Shuleni B,1996.5,Shuleni BMorogoro
Morogoro,Shungu,2000.0,ShunguMorogoro
Morogoro,Sido,1993.3333333333333,SidoMorogoro
Morogoro,Sikutali,2001.3333333333333,SikutaliMorogoro
Morogoro,Site,1993.5,SiteMorogoro
Morogoro,Sofi Mission,2001.0,Sofi MissionMorogoro
Morogoro,Sogeambele,1996.5,SogeambeleMorogoro
Morogoro,Sokoine,2007.0,SokoineMorogoro
Morogoro,Sokomsuya,2002.2307692307693,SokomsuyaMorogoro
Morogoro,Sokomsuyo,1998.0,SokomsuyoMorogoro
Morogoro,Sokoni,1994.157894736842,SokoniMorogoro
Morogoro,Solkomsuya,1998.0,SolkomsuyaMorogoro
Morogoro,Solovea,1995.0,SoloveaMorogoro
Morogoro,Songa,1989.3333333333333,SongaMorogoro
Morogoro,Songambela,1997.0,SongambelaMorogoro
Morogoro,Songambele,1999.7222222222222,SongambeleMorogoro
Morogoro,Sonjo,1991.0,SonjoMorogoro
Morogoro,Sonjokati,2003.0,SonjokatiMorogoro
Morogoro,Stand,1992.0,StandMorogoro
Morogoro,Station,1991.6363636363637,StationMorogoro
Morogoro,Subiria,1996.111111111111,SubiriaMorogoro
Morogoro,Sukutali,2007.4444444444443,SukutaliMorogoro
Morogoro,Sululu,2001.0,SululuMorogoro
Morogoro,Sumbuguru,1998.142857142857,SumbuguruMorogoro
Morogoro,Sumbululu,1995.75,SumbululuMorogoro
Morogoro,Sungaji,1977.0,SungajiMorogoro
Morogoro,Tambazi,1999.0,TambaziMorogoro
Morogoro,Tambuka Reli,1993.3333333333333,Tambuka ReliMorogoro
Morogoro,Tambuu Shuleni,1996.0,Tambuu ShuleniMorogoro
Morogoro,Tamigwa,1995.0,TamigwaMorogoro
Morogoro,Tanala,2008.0,TanalaMorogoro
Morogoro,Tandai,2004.0,TandaiMorogoro
Morogoro,Tandali,1995.6666666666667,TandaliMorogoro
Morogoro,Tande,2006.0,TandeMorogoro
Morogoro,Tanga,1977.0,TangaMorogoro
Morogoro,Tanga A,2009.0,Tanga AMorogoro
Morogoro,Tanga B,1996.0,Tanga BMorogoro
Morogoro,Tangi Huru,2006.0,Tangi HuruMorogoro
Morogoro,Tangini,1987.4,TanginiMorogoro
Morogoro,Tanzania,1992.5,TanzaniaMorogoro
Morogoro,Taweta,1995.0,TawetaMorogoro
Morogoro,Tazara,1990.0,TazaraMorogoro
Morogoro,Teacher`S Training College-Ttc,1983.5,Teacher`S Training College-TtcMorogoro
Morogoro,Tembe,2006.0,TembeMorogoro
Morogoro,Tembeni,1992.5,TembeniMorogoro
Morogoro,Temeke,2006.0,TemekeMorogoro
Morogoro,Temekelo,2004.0,TemekeloMorogoro
Morogoro,Tindiga,1995.0,TindigaMorogoro
Morogoro,Tindigo,2005.0,TindigoMorogoro
Morogoro,Toa,2011.0,ToaMorogoro
Morogoro,Toangoma A,1986.0,Toangoma AMorogoro
Morogoro,Toangoma B,1986.0,Toangoma BMorogoro
Morogoro,Tomondo,1998.6,TomondoMorogoro
Morogoro,Tondo,1992.0,TondoMorogoro
Morogoro,Tongolo,1996.0,TongoloMorogoro
Morogoro,Tonya,2004.0,TonyaMorogoro
Morogoro,Towntown,1995.5,TowntownMorogoro
Morogoro,Transporter,1997.0,TransporterMorogoro
Morogoro,Tuatugawe,1984.0,TuatugaweMorogoro
Morogoro,Tulo,2005.0,TuloMorogoro
Morogoro,Tumila B,1995.0,Tumila BMorogoro
Morogoro,Tungi,1984.0,TungiMorogoro
Morogoro,Tupendane,2004.0,TupendaneMorogoro
Morogoro,Twange,1991.3333333333333,TwangeMorogoro
Morogoro,Twatwatwa,1986.5,TwatwatwaMorogoro
Morogoro,Ualimu,2001.0,UalimuMorogoro
Morogoro,Uarabuni,1986.0,UarabuniMorogoro
Morogoro,Ubenani,1996.0,UbenaniMorogoro
Morogoro,Udagaji,2005.5,UdagajiMorogoro
Morogoro,Ugindoni,2005.0,UgindoniMorogoro
Morogoro,Ugogoni,1997.0,UgogoniMorogoro
Morogoro,Uheheni,2007.75,UheheniMorogoro
Morogoro,Uhindini,1998.9285714285713,UhindiniMorogoro
Morogoro,Uhuru,1986.0,UhuruMorogoro
Morogoro,Ujamaa,2003.5,UjamaaMorogoro
Morogoro,Ukwama,2004.0,UkwamaMorogoro
Morogoro,Uluguruni,1985.0,UluguruniMorogoro
Morogoro,Umakuani,1993.6666666666667,UmakuaniMorogoro
Morogoro,Umme,1998.0,UmmeMorogoro
Morogoro,Umoja,1991.5,UmojaMorogoro
Morogoro,Umwerani,1986.0,UmweraniMorogoro
Morogoro,Ung'Ambani,1997.0,Ung'AmbaniMorogoro
Morogoro,Ungindoni,1998.0,UngindoniMorogoro
Morogoro,Ungu Rd,2005.0,Ungu RdMorogoro
Morogoro,Ungu Rd-No Stand Pipe,2006.0,Ungu Rd-No Stand PipeMorogoro
Morogoro,Unguu Rd,2006.0,Unguu RdMorogoro
Morogoro,Unguu Road,2006.5,Unguu RoadMorogoro
Morogoro,Unone Juu,2008.0,Unone JuuMorogoro
Morogoro,Upareni,1980.0,UpareniMorogoro
Morogoro,Upendo,1997.0,UpendoMorogoro
Morogoro,Upigoro,2004.0,UpigoroMorogoro
Morogoro,Upogoloni,1990.6,UpogoloniMorogoro
Morogoro,Upogoro,2005.8333333333333,UpogoroMorogoro
Morogoro,Uponera Juu,2000.0,Uponera JuuMorogoro
Morogoro,Urembo,1998.0,UremboMorogoro
Morogoro,Ureno A,1996.0,Ureno AMorogoro
Morogoro,Ureno C,1998.0,Ureno CMorogoro
Morogoro,Uruguruni,2002.0,UruguruniMorogoro
Morogoro,Usagalani,1982.0,UsagalaniMorogoro
Morogoro,Usagara,2004.0,UsagaraMorogoro
Morogoro,Usagarani,2007.0,UsagaraniMorogoro
Morogoro,Usalama,1996.3333333333333,UsalamaMorogoro
Morogoro,Usitu,2004.0,UsituMorogoro
Morogoro,Usongoni,1979.0,UsongoniMorogoro
Morogoro,Usungura Shuleni,2000.0,Usungura ShuleniMorogoro
Morogoro,Utegule,1997.0,UteguleMorogoro
Morogoro,Utengule,1994.75,UtenguleMorogoro
Morogoro,Uwanja Wa Ndege,2006.0,Uwanja Wa NdegeMorogoro
Morogoro,Uzunguni,1985.3333333333333,UzunguniMorogoro
Morogoro,Vianzi,1998.6666666666667,VianziMorogoro
Morogoro,Vianzi A,1977.0,Vianzi AMorogoro
Morogoro,Vianzi B,1977.0,Vianzi BMorogoro
Morogoro,Vichuguuni,2009.0,VichuguuniMorogoro
Morogoro,Videnge,2000.0,VidengeMorogoro
Morogoro,Vidundani,1999.3333333333333,VidundaniMorogoro
Morogoro,Vigaeni,2005.0,VigaeniMorogoro
Morogoro,Vigude,1998.0,VigudeMorogoro
Morogoro,Vikenge A,1981.0,Vikenge AMorogoro
Morogoro,Vikonge,1998.0,VikongeMorogoro
Morogoro,Vikwang'A,1997.0,Vikwang'AMorogoro
Morogoro,Virengwe,1984.0,VirengweMorogoro
Morogoro,Visalawe,1993.0,VisalaweMorogoro
Morogoro,Visanze,1997.0,VisanzeMorogoro
